Client ID,Ciudad,Categoría de dispositivo,Marca del dispositivo móvil,Navegador,producto,Dominio del emplazamiento,Sistema operativo,Número de páginas vistas únicas,Sesiones,leadDrakkar (Goal 19 Completions),Transacciones,First billed
370846239.1572203311,Seville,mobile,Samsung,Android Webview,trendly,popkorn.ro,Android,7,1,1,1,0
673484045.1561380416,Madrid,mobile,Huawei,Chrome,trendly,telecinco.es,Android,7,1,1,1,1
987270224.1555440836,Valencia,mobile,Xiaomi,Chrome,trendly,youtube.com,Android,7,1,1,1,1
589334430.1568110974,Valladolid,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.exovoid.weather.app,Android,7,1,1,1,1
403680014.1555605307,Valladolid,mobile,Huawei,Chrome,playweez,librahoroscopohoy.com,Android,7,1,1,1,1
124738281.1554068770,Valencia,mobile,Samsung,Chrome,clicnscores,fichajes.com,Android,7,1,1,1,1
688641860.1565461593,Barcelona,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.nicenova.phonegap.fcf,Android,7,1,1,1,1
903993641.1552552096,Zaragoza,mobile,Apple,Safari,ponelvideo,pudelek.pl,iOS,7,1,1,1,1
438179045.1566205559,Valladolid,mobile,Samsung,Samsung Internet,clicnscores,youtube.com,Android,7,1,1,1,0
603328146.1552155057,Valencia,mobile,Apple,Safari,clicnscores,mobileapp::1-1308604545,iOS,7,1,1,1,1
997864618.1567516119,Barcelona,mobile,Samsung,Samsung Internet,clicnscores,youtube.com,Android,7,1,1,1,0
930815041.1556057265,Seville,mobile,Huawei,Chrome,trendly,youtube.com,Android,7,1,1,1,1
581848906.1565692784,Madrid,mobile,Apple,Safari,clicnscores,wallapop.com,iOS,7,1,1,1,1
664608575.1565782597,Valladolid,mobile,(not set),Samsung Internet,clicnscores,youtube.com,Android,7,1,1,1,1
192206730.1558212787,Madrid,mobile,LG,Chrome,trendly,mobileapp::2-net.jeu.spider,Android,7,1,1,1,1
986809028.1561564117,Madrid,mobile,Huawei,Android Webview,trendly,diariodesevilla.es,Android,7,1,1,1,1
273338768.1565898195,Valencia,mobile,Huawei,Chrome,trendly,mobileapp::2-women.workout.female.fitness,Android,7,1,1,1,1
786368043.1567588608,Madrid,mobile,InnJoo,Android Webview,playup,lapatilla.com,Android,7,1,1,1,1
318236920.1555165454,Barcelona,mobile,Apple,Safari,clicnscores,youtube.com,iOS,7,1,1,1,1
709223747.1566413972,Madrid,mobile,Apple,Safari,playup,youtube.com,iOS,7,1,1,1,1
579010271.1555159589,Seville,mobile,Apple,Safari,playweez,mobileapp::1-1337578317,iOS,7,1,1,1,1
649515374.1572383587,Valencia,mobile,Apple,Safari,playup,youtube.com,iOS,7,1,1,1,1
902466784.1564240790,Valladolid,mobile,Xiaomi,Chrome,trendly,vivafutbol.es,Android,7,1,1,1,1
691971988.1566056040,Valladolid,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.appmind.radios.es,Android,7,1,1,1,1
570110162.1570371973,Barcelona,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.azwstudios.theholybible.em,Android,7,1,1,1,1
858866421.1555526386,Seville,mobile,Samsung,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
856967755.1553275361,Zaragoza,mobile,Samsung,Android Webview,clicnscores,espanadiario.es,Android,7,1,1,1,1
303946108.1567132280,Seville,mobile,Apple,Safari,clicnscores,esdiario.com,iOS,7,1,1,1,1
690351509.1566386653,Valencia,mobile,Nextbit,Chrome,clicnscores,mobileapp::2-com.mobilefootie.wc2010,Android,7,1,1,1,1
314859702.1559819519,Madrid,mobile,Meizu,Android Webview,trendly,astral.cx,Android,7,1,1,1,1
877484080.1562573713,Valencia,mobile,Samsung,Chrome,trendly,mobileapp::2-com.chanel.weather.forecast.accu,Android,7,1,1,1,0
278758154.1552508135,Barcelona,mobile,Apple,Safari,clicnscores,youtube.com,iOS,7,1,1,1,1
410464333.1556448780,Zaragoza,mobile,Motorola,Android Webview,trendly,horoscopodiario.co,Android,7,1,1,1,1
228376406.1553460537,Madrid,mobile,Nokia,Safari,musiqradio,wiimusic.org,Windows Phone,7,1,1,1,1
557816573.1565694434,Valencia,mobile,Apple,Chrome,clicnscores,youtube.com,iOS,7,1,1,1,1
992794796.1565111492,Seville,mobile,Apple,Safari,trendly,mobileapp::1-1065470482,iOS,7,1,1,1,1
641405925.1553723935,Seville,mobile,Apple,Safari,musiqradio,eltorotv.com,iOS,7,1,1,1,1
624423704.1559333629,Barcelona,mobile,Samsung,Samsung Internet,playup,accuweather.com,Android,7,1,1,1,1
493338941.1524072366,Valladolid,mobile,Xiaomi,Chrome,clicnscores,diariogol.com,Android,7,2,1,1,1
204375616.1571851411,Alcala de Henares,mobile,Huawei,Chrome,trendly,mobileapp::2-messenger.chat.social.messenger.lite,Android,7,1,1,1,1
155809162.1551354583,Seville,mobile,Alcatel,Chrome,taromancia,mobileapp::2-messenger.chat.social.messenger,Android,7,1,1,1,0
186768442.1565794822,Seville,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.ansangha.drparking4,Android,7,1,1,1,0
802992829.1565885414,Valladolid,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,7,1,1,1,1
571525768.1572214918,Valladolid,mobile,Samsung,Samsung Internet,playup,8091happy.com,Android,7,1,1,1,0
993691193.1562444585,Valladolid,mobile,Xiaomi,Chrome,clicnscores,diez.hn,Android,7,1,1,1,1
518746502.1562841788,Seville,mobile,Alcatel,Android Webview,trendly,opossumsauce.com,Android,7,1,1,1,1
149707676.1569051612,Barcelona,mobile,Xiaomi,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
144364065.1559593278,Zaragoza,mobile,Huawei,Chrome,clicnscores,brujulabike.com,Android,7,1,1,1,1
892757023.1570026407,Valladolid,mobile,(not set),Chrome,playup,significadodelasvelas.info,Android,7,1,1,1,1
136168558.1549136609,Valladolid,mobile,(not set),Chrome,clicnscores,mbappgiwwg33nfzuxa2dpnzswi4tpnfsc43lbojrwc888.com,Android,7,1,1,1,1
654796073.1553081207,Valladolid,mobile,Samsung,Chrome,taromancia,mobileapp::2-sweetgirl.romanticgif,Android,7,1,1,1,1
263271231.1558436457,Seville,mobile,Apple,Safari,trendly,elpais.com,iOS,7,1,1,1,1
289194689.1555097185,Madrid,mobile,Apple,Safari,cocinatop,alhambra.info,iOS,7,1,1,1,1
730392811.1567507399,Malaga,mobile,Google,Chrome,playup,mobileapp::2-com.radiofmapp.radioespanna,Android,7,1,1,1,1
735715542.1564152256,Valladolid,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,7,1,1,1,0
927349671.1555443324,Barcelona,mobile,Apple,Safari,clicnscores,adslzone.net,iOS,7,1,1,1,1
118409958.1550417814,Seville,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-es.eltiempo.weatherapp,Android,7,1,1,1,1
304542190.1508238811,Valladolid,mobile,Samsung,Chrome,playup,ultimateclassicrock.com,Android,7,1,1,1,1
548676593.1553959153,Zaragoza,mobile,Apple,Safari,clicnscores,footballua.tv,iOS,7,1,1,1,0
254272512.1572468572,Madrid,mobile,Huawei,Chrome,trendly,mobileapp::2-com.arcsys.tictactoe,Android,7,1,1,1,0
430310626.1555332943,Madrid,mobile,LG,Chrome,trendly,tuhoroscopodehoy.com,Android,7,1,1,1,0
619634827.1563008881,Zaragoza,mobile,Huawei,Chrome,clicnscores,merca2.es,Android,7,1,1,1,1
982662076.1565268379,Valencia,mobile,Huawei,Chrome,trendly,mobileapp::2-com.Ronaldofake.callvideo,Android,7,1,1,1,1
701515340.1564688154,Valladolid,mobile,Xiaomi,Chrome,trendly,mobileapp::10002-ca-app-pub-5522781922210310,Android,7,1,1,1,1
672945534.1559470811,Zaragoza,mobile,Samsung,Chrome,trendly,okdiario.com,Android,7,1,1,1,1
526070156.1565678890,Valencia,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,7,1,1,1,1
326862410.1553693104,Valencia,mobile,Huawei,Chrome,unlimitedvideos,mobileapp::2-nelt.descargar,Android,7,2,1,1,1
292605881.1565823206,Seville,mobile,Apple,Safari,playweez,idescargar.com,iOS,7,1,1,1,1
860146046.1572092280,Valencia,mobile,Samsung,Samsung Internet,playup,mobileapp::2-mbinc12.mb32b,Android,7,1,1,1,0
247842314.1555169243,Seville,mobile,Samsung,Samsung Internet,clicnscores,youtube.com,Android,7,1,1,1,1
452524183.1560243464,Madrid,mobile,Huawei,Chrome,trendly,youtube.com,Android,7,1,1,1,1
773109418.1571770371,Valladolid,mobile,Samsung,Chrome,trendly,mobileapp::2-es.eltiempo.weatherapp,Android,7,1,1,1,1
905344860.1562343394,Madrid,mobile,OPPO,Chrome,clicnscores,kooora.com,Android,7,1,1,1,0
109449589.1569150159,Gijon,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
614089873.1528797781,Alcala de Henares,mobile,LG,Chrome,trendly,youtube.com,Android,7,1,1,1,1
851477965.1566129446,Madrid,mobile,Huawei,Chrome,playup,mobileapp::2-es.android.busmadrid.apk,Android,7,1,1,1,0
119001343.1559416040,Valladolid,mobile,Samsung,Chrome,clicnscores,lavanguardia.com,Android,7,1,1,1,1
111465848.1562664086,Madrid,mobile,Samsung,Chrome,clicnscores,marca.com,Android,7,1,1,1,1
886966181.1516307747,Barcelona,mobile,LG,Chrome,clicnscores,youtube.com,Android,7,1,1,1,0
797485165.1571856256,Madrid,mobile,Samsung,Android Webview,playup,caras.com.mx,Android,7,1,1,1,1
629412564.1548015932,Barcelona,mobile,(not set),Android Webview,clicnscores,mobileapp::2-com.chanel.weather.forecast.accu,Android,7,2,2,1,1
450771501.1562495077,Zaragoza,mobile,Samsung,Chrome,trendly,elperiodicodearagon.com,Android,7,1,1,1,1
564256824.1557635174,Alcala de Henares,mobile,Samsung,Chrome,trendly,eldiarioalerta.com,Android,7,1,1,1,1
900524924.1561997313,Madrid,mobile,Apple,Safari (in-app),cocinatop,topdesigns.xyz,iOS,7,1,1,1,1
762090401.1560594420,Valladolid,mobile,(not set),Samsung Internet,trendly,hola.com,Android,7,1,1,1,1
354892271.1567090403,Valladolid,mobile,Alcatel,Chrome,trendly,youtube.com,Android,7,1,1,1,1
346307341.1570455302,Seville,mobile,Nomu,Android Webview,trendly,mobileapp::2-com.apply.repilet,Android,7,1,1,1,1
974790813.1565293697,Valladolid,mobile,Samsung,Samsung Internet,clicnscores,tiempo.com,Android,7,1,1,1,1
235493846.1556915851,Valencia,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,7,1,1,1,0
825921925.1559420088,Barcelona,mobile,Huawei,Chrome,clicnscores,mobileapp::2-com.wiseplay,Android,7,1,1,1,0
645415027.1565420157,Seville,mobile,Samsung,Samsung Internet,clicnscores,melillahoy.es,Android,7,1,1,1,1
998851895.1568058626,Santiago de Compostela,mobile,Apple,Safari,trendly,quo.es,iOS,7,1,1,1,1
627082065.1523994792,Valencia,mobile,Samsung,Chrome,clicnscores,mobileapp::2-loterias.lae,Android,7,1,1,1,1
319796726.1571594149,Valladolid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-com.statusdownda.app,Android,7,1,1,1,0
375007622.1550224741,Valencia,mobile,LG,Chrome,playweez,mobileapp::2-com.AlexCM.Parchis,Android,7,1,1,1,1
374592099.1568356070,Madrid,mobile,BQ,Chrome,trendly,youtube.com,Android,7,2,1,1,1
348022438.1567526434,Valencia,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.jcmvapps.ibexcartera,Android,7,1,1,1,1
647887533.1555434963,Zaragoza,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.live.wea.widget.channel,Android,7,1,1,1,1
319309866.1555509275,Seville,mobile,BQ,Chrome,playup,youtube.com,Android,7,1,1,1,1
243309879.1565763242,Valladolid,mobile,Apple,Safari,trendly,anonymous.google,iOS,7,1,1,1,1
380129795.1559424511,Valladolid,mobile,Huawei,Chrome,trendly,youtube.com,Android,7,1,1,1,1
380280044.1565196358,Madrid,mobile,Huawei,Chrome,clicnscores,milanuncios.com,Android,7,1,1,1,0
232709027.1561357827,Madrid,mobile,Samsung,Chrome,playup,veselqk.com,Android,7,1,1,1,1
371069475.1561999171,Seville,mobile,Samsung,Samsung Internet,clicnscores,youtube.com,Android,7,1,1,1,0
793916261.1566925124,Seville,mobile,Samsung,Android Browser,clicnscores,mobileapp::2-com.qihoo.security,Android,7,1,1,1,1
304309541.1550405331,Valladolid,mobile,LG,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
206470381.1550071722,Madrid,mobile,Samsung,Chrome,playweez,mobileapp::2-potint.multiplicationtable,Android,7,1,1,1,1
713129903.1564678525,Valladolid,mobile,Xiaomi,Chrome,playup,youtube.com,Android,7,1,1,1,1
928193099.1526148789,Barcelona,mobile,LG,Chrome,clicnscores,20minutos.es,Android,7,1,1,1,1
845659213.1564845217,Valladolid,mobile,Samsung,Chrome,playup,eldesmarque.com,Android,7,1,1,1,1
588292494.1569091182,Madrid,mobile,Wiko,Chrome,trendly,youtube.com,Android,7,1,1,1,1
275108538.1571918786,(not set),mobile,Asus,Chrome,playup,youtube.com,Android,7,1,1,1,0
871326279.1556636147,Valladolid,mobile,LG,Chrome,trendly,mobileapp::2-hifit.workout.butt.fitness.weightloss,Android,7,1,1,1,1
123505020.1555097616,Zaragoza,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.radiofmapp.radioespanna,Android,7,1,1,1,1
509123686.1559758336,Barcelona,mobile,Huawei,Chrome,trendly,okdiario.com,Android,7,1,1,1,0
992458671.1555912261,Seville,mobile,Samsung,Chrome,trendly,mobileapp::2-com.twilala,Android,7,1,1,1,1
258169621.1558967019,Madrid,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.appgeneration.itunerfree,Android,7,1,1,1,1
900332904.1566216467,Valencia,mobile,Huawei,Chrome,clicnscores,mobileapp::2-com.libertaddigital.esradio,Android,7,1,1,1,1
365925665.1566735102,Zaragoza,mobile,Orange,Chrome,trendly,minutoneuquen.com,Android,7,1,1,1,1
117020794.1555195631,Zaragoza,mobile,Samsung,Chrome,trendly,pisos.com,Android,7,1,1,1,1
736899130.1567694050,Vigo,mobile,Apple,Safari (in-app),trendly,horoscopomagico.com,iOS,7,1,1,1,1
671661646.1566669198,Barcelona,mobile,Huawei,Chrome,clicnscores,depor.com,Android,7,1,1,1,1
181050489.1566740123,Valladolid,mobile,Apple,Safari,playweez,youtube.com,iOS,7,1,1,1,1
175333387.1570697208,Barcelona,mobile,Apple,Safari,clicnscores,gsp.ro,iOS,7,1,1,1,1
407785530.1554238197,Valladolid,mobile,Motorola,Chrome,cocinatop,telecinco.es,Android,7,1,1,1,1
760785778.1554052721,Barcelona,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-co.findship.FindShip2,Android,7,1,1,1,0
158552441.1558894336,Zaragoza,mobile,Samsung,Chrome,playup,chiquipedia.com,Android,7,1,1,1,1
660936816.1535365042,Madrid,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.surpax.ledflashlight.panel,Android,7,1,1,1,0
769185377.1565010972,Valladolid,mobile,Apple,Safari,trendly,mobileapp::1-500963785,iOS,7,1,1,1,1
321986356.1560689863,Valladolid,mobile,Apple,Safari,playweez,callejero.net,iOS,7,1,1,1,1
344279486.1561627168,Madrid,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-photoeditor.snapgrid.photocollage,Android,7,1,1,1,1
446232262.1568833526,Madrid,mobile,LG,Chrome,clicnscores,mobileapp::2-com.wiseplay,Android,7,1,1,1,0
915585217.1572463217,Valladolid,mobile,Apple,Safari,playup,youtube.com,iOS,7,1,1,1,1
911962928.1555875032,Valladolid,mobile,Apple,Safari,playweez,jaleco.com,iOS,7,2,2,1,1
932410523.1550405515,Seville,mobile,Huawei,Chrome,clicnscores,mundodeportivo.com,Android,7,1,1,1,0
891437913.1559373320,Valladolid,mobile,Samsung,Chrome,trendly,laopinioncoruna.es,Android,7,1,1,1,1
568897928.1554474729,Valencia,mobile,LG,Chrome,taromancia,mobileapp::2-com.melonsapp.privacymessenger,Android,7,1,1,1,1
496932092.1550423473,Madrid,mobile,(not set),Chrome,canaltv,youtube.com,Android,7,1,1,1,1
384555647.1564617200,Madrid,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.resultadosfutbol.mobile,Android,7,1,1,1,1
596238483.1560338937,Seville,mobile,Samsung,Chrome,playweez,mobileapp::2-ru.brothers.realflipsequinlivescreen,Android,7,1,1,1,1
802272565.1555439213,Alcala de Henares,mobile,LG,Chrome,trendly,mobileapp::2-com.icecoldapps.screenshoteasy,Android,7,1,1,1,0
512805718.1562592628,Zaragoza,mobile,Samsung,Samsung Internet,playup,mobileapp::2-media.music.musicplayer.mp3player,Android,7,1,1,1,0
217384000.1554039739,Seville,mobile,Huawei,Chrome,playweez,mobileapp::2-com.freeapp.spins,Android,7,1,1,1,0
796767039.1568880405,Barcelona,mobile,Samsung,Chrome,playup,mobileapp::2-lukgm.mark.mobiletv,Android,7,1,1,1,1
576356963.1558261649,Seville,mobile,Motorola,Chrome,clicnscores,cnn.com,Android,7,1,1,1,0
695912020.1566146835,Seville,mobile,Apple,Safari,clicnscores,resultados-futbol.com,iOS,7,1,1,1,1
864264747.1566842878,Valladolid,mobile,Motorola,Chrome,clicnscores,mobileapp::2-com.analyzer7.wifimanager7,Android,7,1,1,1,1
242817135.1566998254,Malaga,mobile,Huawei,Chrome,playup,mobileapp::2-fm.stations.Spain,Android,7,1,1,1,1
599843555.1535209330,Valladolid,mobile,Huawei,Chrome,trendly,tiempo.com,Android,7,1,1,1,1
297064737.1565884323,Valladolid,mobile,(not set),Chrome,clicnscores,esdiario.com,Android,7,1,1,1,1
250298813.1566056092,Valladolid,mobile,Apple,Safari,clicnscores,satcesc.com,iOS,7,1,1,1,1
425803544.1564741310,Valladolid,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.freeradioColombia,Android,7,1,1,1,0
717081199.1566323344,Alcala de Henares,mobile,ZTE,Chrome,trendly,okchicas.com,Android,7,1,1,1,1
407259864.1560233011,Madrid,mobile,Apple,Safari,trendly,divertydoo.com,iOS,7,1,1,1,1
924930893.1559920188,Zaragoza,mobile,Samsung,Samsung Internet,trendly,studioproject.eu,Android,7,1,1,1,1
573427002.1568290766,Gijon,mobile,Motorola,Chrome,playup,mobileapp::2-photography.blackgallery.android,Android,7,1,1,1,1
212867188.1541969647,Seville,mobile,Apple,Safari,clicnscores,mobileapp::1-550143073,iOS,7,1,1,1,1
580289821.1566087999,Zaragoza,mobile,BQ,Chrome,trendly,mobileapp::2-com.waplogmatch.social,Android,7,1,1,1,1
823115204.1559058448,Seville,mobile,Huawei,Chrome,trendly,accuweather.com,Android,7,1,1,1,1
678056972.1565551113,Madrid,mobile,Apple,Safari,trendly,salir.com,iOS,7,1,1,1,1
400142280.1545830607,Valencia,mobile,Huawei,Chrome,trendly,youtube.com,Android,7,1,1,1,1
717060390.1564855544,Seville,mobile,LG,Chrome,playup,youtube.com,Android,7,1,1,1,0
743740914.1553619108,Alcala de Henares,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-es.eltiempo.weatherapp,Android,7,1,1,1,1
144559777.1564768670,Barcelona,mobile,Xiaomi,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
144823477.1554915585,Madrid,mobile,Xiaomi,Chrome,trendly,mobileapp::2-com.h8games.helixjump,Android,7,1,1,1,0
821913065.1561728552,Madrid,mobile,(not set),Android Webview,playup,mobileapp::2-com.antivirus,Android,7,1,1,1,1
360635905.1555788578,Seville,mobile,Motorola,Chrome,trendly,cotilleo.es,Android,7,1,1,1,1
992228859.1562860416,Madrid,mobile,BQ,Chrome,trendly,mobileapp::2-com.appgrafic.tarot_esferico,Android,7,1,1,1,1
627888205.1555553376,Seville,mobile,Apple,Safari,cocinatop,elconfidencial.com,iOS,7,1,1,1,1
615094619.1550344245,Seville,mobile,Huawei,Chrome,trendly,divinity.es,Android,7,1,1,1,1
417815795.1565085135,Madrid,mobile,Huawei,Chrome,trendly,enalquiler.com,Android,7,1,1,1,0
396382957.1555604800,Barcelona,mobile,Wiko,Chrome,trendly,mobileapp::2-com.agent.agentspyforwhats,Android,7,1,1,1,1
693670362.1565814922,Valencia,mobile,Apple,Safari,clicnscores,mobileapp::1-1456576717,iOS,7,1,1,1,1
385833107.1572287226,Valencia,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.imo.android.imoim,Android,7,1,1,1,1
141499689.1565000361,Valencia,mobile,Samsung,Samsung Internet,trendly,tiempo.com,Android,7,1,1,1,0
195323847.1570191791,Madrid,mobile,Samsung,Samsung Internet,playup,lomusiclips.com,Android,7,1,1,1,1
444523010.1560859847,(not set),mobile,Huawei,Chrome,trendly,youtube.com,Android,7,1,1,1,1
721226331.1566062100,Barcelona,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
301961414.1565200760,Valencia,mobile,Xiaomi,Chrome,trendly,lamarinaplaza.com,Android,7,1,1,1,1
227929686.1567627924,Valencia,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,7,2,2,1,1
842844335.1560633707,Madrid,mobile,Asus,Chrome,trendly,anonymous.google,Android,7,1,1,1,1
197623700.1572355546,Madrid,mobile,Xiaomi,Chrome,playup,mobileapp::2-com.streema.simpleradio,Android,7,1,1,1,1
788067257.1562172618,Barcelona,mobile,Xiaomi,Android Webview,trendly,catalunyadiari.com,Android,7,1,1,1,1
472338737.1565817776,Madrid,mobile,Apple,Safari (in-app),clicnscores,lacoctelera.top,iOS,7,1,1,1,1
895087181.1548877780,Barcelona,mobile,Samsung,Chrome,clicnscores,mobileapp::2-es.eltiempo.weatherapp,Android,7,1,1,1,1
717457563.1552405516,Zaragoza,mobile,Huawei,Chrome,ponelvideo,youtube.com,Android,7,1,1,1,1
251779904.1565791072,Valencia,mobile,ZTE,Android Webview,playup,tiempo.com,Android,7,1,1,1,1
381131138.1555693043,Alcala de Henares,mobile,Wiko,Chrome,trendly,mobileapp::2-com.detx.chaskapp,Android,7,1,1,1,1
337994008.1561754159,Madrid,mobile,Samsung,Chrome,clicnscores,anonymous.google,Android,7,1,1,1,1
237948680.1551560452,Madrid,mobile,Samsung,Chrome,clicnscores,mobileapp::2-com.imo.android.imoim,Android,7,1,1,1,0
696272365.1553775287,Valencia,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.dywx.larkplayer,Android,7,1,1,1,0
122915024.1555184088,Valencia,mobile,Samsung,Chrome,trendly,mobileapp::2-com.lenovo.anyshare.gps,Android,7,1,1,1,0
773050184.1572556997,Valencia,mobile,LG,Android Webview,trendly,e-noticies.es,Android,7,1,1,1,1
174687482.1548168433,Madrid,mobile,Samsung,Samsung Internet,playweez,mobileapp::2-com.amanotes.beathopper,Android,7,1,1,1,1
437309244.1567618598,Valencia,mobile,Apple,Safari,clicnscores,youtube.com,iOS,7,1,1,1,1
604728592.1551300272,Seville,mobile,Apple,Safari,clicnscores,mundodeportivo.com,iOS,7,1,1,1,1
950753802.1565381814,Valladolid,mobile,Apple,Safari,trendly,youtube.com,iOS,7,1,1,1,1
834490611.1572551684,Valladolid,mobile,Huawei,Chrome,trendly,euroresidentes.es,Android,7,1,1,1,0
155700966.1566072210,Seville,mobile,Huawei,Android Webview,trendly,mobileapp::2-es.eltiempo.weatherapp,Android,7,1,1,1,1
476240560.1550952059,Zaragoza,mobile,Samsung,Samsung Internet,trendly,agregame.com,Android,7,1,1,1,1
487052088.1555599256,Madrid,mobile,Samsung,Samsung Internet,unlimitedvideos,youtube.com,Android,7,1,1,1,0
263157742.1565730413,Barcelona,mobile,Samsung,Android Webview,trendly,clima.com,Android,7,1,1,1,1
169824816.1553239001,Alcala de Henares,mobile,LG,Android Webview,clicnscores,lavanguardia.com,Android,7,1,1,1,1
811423826.1565389699,Seville,mobile,Xiaomi,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
857432839.1572371721,Valladolid,mobile,Huawei,Chrome,playup,youtube.com,Android,7,1,1,1,1
944315093.1546808579,Madrid,mobile,Samsung,Samsung Internet,ponelvideo,youtube.com,Android,7,1,1,1,1
701440201.1565351774,Barcelona,mobile,LG,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
745000503.1565846697,Madrid,mobile,Xplay,Chrome,playup,youtube.com,Android,7,1,1,1,1
435993728.1554058519,Zaragoza,mobile,LG,Chrome,clicnscores,mobileapp::2-com.steam.collagepe,Android,7,1,1,1,1
170440427.1565207886,Madrid,mobile,Samsung,Android Webview,trendly,tuhoroscopodehoy.com,Android,7,1,1,1,1
397628249.1555439839,Barcelona,mobile,Huawei,Chrome,clicnscores,mobileapp::2-info.percentagecalculator,Android,7,1,1,1,1
487043060.1572375912,Seville,mobile,(not set),Chrome,clicnscores,goal.com,Android,7,1,1,1,0
589513371.1557078349,Valladolid,mobile,Samsung,Samsung Internet,trendly,conectate.com.do,Android,7,1,1,1,1
471331938.1562083847,Madrid,mobile,(not set),Android Webview,playup,accuweather.com,Android,7,1,1,1,1
331932892.1547148518,Valencia,mobile,Huawei,Chrome,ponelvideo,youtube.com,Android,7,1,1,1,1
569927807.1552246478,Valencia,mobile,Apple,Safari,clicnscores,lenta.ru,iOS,7,1,1,1,1
212807202.1541952397,Valladolid,mobile,Samsung,Chrome,clicnscores,anonymous.google,Android,7,1,1,1,1
435059187.1555402610,Barcelona,mobile,Samsung,Samsung Internet,trendly,mobileapp::2-de.axelspringer.yana.zeropage,Android,7,1,1,1,1
250066384.1565188916,Zaragoza,mobile,Samsung,Samsung Internet,trendly,youtube.com,Android,7,1,1,1,1
392145762.1565760953,Seville,mobile,Samsung,Chrome,trendly,meteosat.com,Android,7,1,1,1,1
234381848.1566249272,Valladolid,mobile,Apple,Safari,clicnscores,youtube.com,iOS,7,1,1,1,1
216120761.1551702627,Seville,mobile,Huawei,Chrome,clicnscores,tiempo.com,Android,7,1,1,1,1
950740837.1556218130,Seville,mobile,Huawei,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
724523780.1516444141,Valladolid,mobile,Samsung,Samsung Internet,playup,mobileapp::2-com.vialsoft.radares_es_lite,Android,7,1,1,1,1
539452805.1565466199,Madrid,mobile,Alcatel,Android Webview,playup,accuweather.com,Android,7,1,1,1,1
264164024.1555445600,Valladolid,mobile,Samsung,Android Webview,clicnscores,futbolfc.com,Android,7,1,1,1,1
403556240.1565335693,Valladolid,mobile,Samsung,Samsung Internet,clicnscores,mobileapp::2-com.morecast.weather,Android,7,1,1,1,1
373015307.1546526026,Valencia,mobile,Samsung,Samsung Internet,taromancia,mobileapp::2-com.etermax.trivia.preguntados2,Android,7,2,2,1,1
148460625.1562012590,Barcelona,mobile,Huawei,Chrome,playup,mobileapp::2-net.jeu.spider,Android,7,1,1,1,0
699149571.1568057452,Seville,mobile,Apple,Safari,trendly,javitour.com,iOS,7,1,1,1,1
561519527.1572367376,Barcelona,mobile,Samsung,Samsung Internet,playup,youtube.com,Android,7,1,1,1,1
513390076.1552465202,Valladolid,mobile,LG,Android Webview,ponelvideo,manualidades07.guru,Android,7,1,1,1,1
373584299.1566208649,Madrid,mobile,Huawei,Chrome,playup,mobileapp::2-it.ideasolutions.amerigo,Android,7,1,1,1,1
917568756.1565277570,Madrid,mobile,Wiko,Chrome,clicnscores,futboltv.info,Android,7,1,1,1,0
969849482.1565502057,Madrid,mobile,Samsung,Chrome,playup,mobileapp::2-com.quanticapps.quranandroid,Android,7,1,1,1,1
664752532.1565373342,Madrid,mobile,BQ,Chrome,clicnscores,youtube.com,Android,7,1,1,1,1
259920544.1565091906,Seville,mobile,Apple,Safari,clicnscores,anonymous.google,iOS,7,1,1,1,1
